"","type","variable","obs","pred"
"4724...20734","calibration","P retention",58,58.9505559742896
"5535...20735","calibration","P retention",24,31.0173394878609
"4104...20736","calibration","P retention",23,24.0549806965393
"5877...20737","calibration","P retention",6,1.81664597175165
"5791...20738","calibration","P retention",37,40.3495576352038
"3562...20739","calibration","P retention",38,38.2326531173636
"3754...20740","calibration","P retention",99,107.589572323839
"4541...20741","calibration","P retention",98,102.675717823848
"4315...20742","calibration","P retention",31,58.9309922675785
"5177...20743","calibration","P retention",55,59.2797569337017
"3678...20744","calibration","P retention",41,48.6849453842586
"6052...20745","calibration","P retention",65,68.4353502664195
"7162...20746","calibration","P retention",6,9.03495797733185
"5900...20747","calibration","P retention",51,58.9751055114889
"8509...20748","calibration","P retention",29,39.79098302182
"5809...20749","calibration","P retention",6,4.29810649591624
"5797...20750","calibration","P retention",26,33.2402488907537
"5330...20751","calibration","P retention",71,67.9548864057778
"5805...20752","calibration","P retention",11,9.73230328770249
"5719...20753","calibration","P retention",41,46.6271376612092
"6310...20754","calibration","P retention",68,60.8687254290092
"8109...20755","calibration","P retention",69,51.6542277772048
"6606...20756","calibration","P retention",95,98.1237724587806
"3589...20757","calibration","P retention",46,51.6923845117209
"7600...20758","calibration","P retention",43,34.7720040571212
"8086...20759","calibration","P retention",82,83.8418671408862
"4739...20760","calibration","P retention",60,55.9786847677829
"8510...20761","calibration","P retention",23,35.866856504737
"4902...20762","calibration","P retention",73,74.1148991634033
"5186...20763","calibration","P retention",22,19.5972630321159
"5240...20764","calibration","P retention",43,56.3275060867122
"4424...20765","calibration","P retention",42,41.1231417464188
"5799...20766","calibration","P retention",21,24.1263073709867
"5793...20767","calibration","P retention",33,35.5685530736374
"5526...20768","calibration","P retention",19,26.1366278756876
"4097...20769","calibration","P retention",11,10.0552247009348
"6729...20770","calibration","P retention",11,10.4227727203954
"4326...20771","calibration","P retention",83,60.9360274799243
"3706...20772","calibration","P retention",39,36.0668280678621
"4407...20773","calibration","P retention",51,53.2575563578005
"5801...20774","calibration","P retention",16,18.3644212820192
"3701...20775","calibration","P retention",54,58.9927568843889
"5803...20776","calibration","P retention",14,14.0757614125859
"7631...20777","calibration","P retention",42,42.6794799399559
"4249...20778","calibration","P retention",41,41.3112690210641
"3740...20779","calibration","P retention",33,36.3387149245682
"4844...20780","calibration","P retention",86,71.8492181339463
"4355...20781","calibration","P retention",47,49.6835049244949
"5180...20782","calibration","P retention",42,41.5579577787782
"4442...20783","calibration","P retention",0.01,13.0064646661942
"3530...20784","calibration","P retention",22,34.8591378527423
"3647...20785","calibration","P retention",91,93.3094427426659
"6522...20786","calibration","P retention",12,11.2798078208041
"5693...20787","calibration","P retention",54,60.1850551636441
"5981...20788","calibration","P retention",59,55.9512733201501
"7057...20789","calibration","P retention",13,19.4661890015666
"3654...20790","calibration","P retention",68,67.1678740383173
"4427...20791","calibration","P retention",72,74.817610006484
"5267...20792","calibration","P retention",58,55.5525496751253
"6749...20793","calibration","P retention",22,16.4951514190503
"3600...20794","calibration","P retention",42,41.5873425262715
"6307...20795","calibration","P retention",78,78.5345311112384
"3655...20796","calibration","P retention",76,72.6756368230477
"4268...20797","calibration","P retention",79,69.3724067400276
"6640...20798","calibration","P retention",98,109.581724445814
"4896...20799","calibration","P retention",57,62.5392366133312
"3597...20800","calibration","P retention",33,33.5601633035886
"5288...20801","calibration","P retention",66,69.2860941197466
"5444...20802","calibration","P retention",7,8.50668760508532
"6723...20803","calibration","P retention",9,3.78052330707088
"3679...20804","calibration","P retention",45,59.188164420533
"4710...20805","calibration","P retention",70,79.4267730773472
"3504...20806","calibration","P retention",63,66.2380548820638
"6766...20807","calibration","P retention",24,17.5570567919427
"3711...20808","calibration","P retention",48,66.3787215549098
"4701...20809","calibration","P retention",83,73.5749229864831
"3533...20810","calibration","P retention",16,21.5559231451243
"4665...20811","calibration","P retention",5,0.651397113780821
"5744...20812","calibration","P retention",83,50.7393901553489
"4947...20813","calibration","P retention",42,37.4329616144608
"4406...20814","calibration","P retention",56,55.8198184824897
"5183...20815","calibration","P retention",41,15.2402278058732
"5210...20816","calibration","P retention",21,24.5452866989451
"5222...20817","calibration","P retention",14,17.9415003863992
"4422...20818","calibration","P retention",86,82.3718412805253
"4698...20819","calibration","P retention",99,5.97621320356411
"3663...20820","calibration","P retention",83,88.3898126641484
"5318...20821","calibration","P retention",37,53.111501218608
"8131...20822","calibration","P retention",57,51.5751599509129
"5213...20823","calibration","P retention",58,64.1569940601829
"4443...20824","calibration","P retention",0.01,5.22524458955926
"3749...20825","calibration","P retention",81,76.3228519169356
"4428...20826","calibration","P retention",43,44.3296748638297
"5681...20827","calibration","P retention",90,94.2779450917664
"4651...20828","calibration","P retention",70,69.7106093011157
"3486...20829","calibration","P retention",14,36.8188719469067
"7504...20830","calibration","P retention",45,51.1800211535423
"6297...20831","calibration","P retention",99,92.1107268061633
"3863...20832","calibration","P retention",62,57.5404841510769
"6510...20833","calibration","P retention",0.01,-1.06521122724362
"3705...20834","calibration","P retention",40,34.9418240712826
"4695...20835","calibration","P retention",100,32.9126325750705
"5261...20836","calibration","P retention",40,42.0496792965597
"6038...20837","calibration","P retention",12,25.4124781036379
"6286...20838","calibration","P retention",98,96.3995745114067
"7160...20839","calibration","P retention",4,1.73198440556218
"5321...20840","calibration","P retention",37,44.5266756830245
"4671...20841","calibration","P retention",11,-0.872141564036145
"7147...20842","calibration","P retention",8,16.5494280395938
"8161...20843","calibration","P retention",39,42.8775350511779
"4429...20844","calibration","P retention",13,17.1153985527517
"7470...20845","calibration","P retention",65,53.7667207697326
"4946...20846","calibration","P retention",48,44.682552867369
"3561...20847","calibration","P retention",18,10.5518596722961
"6869...20848","calibration","P retention",95,93.4754830266475
"4464...20849","calibration","P retention",99,100.796711557598
"4356...20850","calibration","P retention",53,53.8356303859482
"6220...20851","calibration","P retention",1,-1.37452788461838
"6658...20852","calibration","P retention",51,61.7252254679824
"6602...20853","calibration","P retention",66,67.2313340797396
"5854...20854","calibration","P retention",4,11.536321885741
"4305...20855","calibration","P retention",14,10.6176744762886
"4686...20856","calibration","P retention",93,70.8448706302036
"7468...20857","calibration","P retention",67,63.6899879767341
"4287...20858","calibration","P retention",10,7.04182948098919
"4777...20859","calibration","P retention",74,67.3179562221595
"6289...20860","calibration","P retention",99,103.247037736188
"6765...20861","calibration","P retention",23,15.8103631870144
"5851...20862","calibration","P retention",19,31.248740856336
"7118...20863","calibration","P retention",9,4.43731001894781
"7161...20864","calibration","P retention",1,-2.41628115640412
"5258...20865","calibration","P retention",41,50.9048103446785
"3477...20866","calibration","P retention",12,1.28405416439262
"4091...20867","calibration","P retention",17,15.0958973905736
"3465...20868","calibration","P retention",62,61.1767899514297
"6118...20869","calibration","P retention",18,26.8075031324808
"5207...20870","calibration","P retention",33,36.587333619018
"3758...20871","calibration","P retention",98,93.5890671016628
"6601...20872","calibration","P retention",69,74.5371041566512
"6771...20873","calibration","P retention",72,72.0657890263235
"3480...20874","calibration","P retention",35,36.2896458549747
"5368...20875","calibration","P retention",9,20.7092750404194
"6306...20876","calibration","P retention",99,102.834625838188
